County,Pillars,Program,Subpopulation,TAYs,Age_range,Qualification,Description,Latitude,Longitude,Office,Source,Website,Available,Apply,.,address
Allegheny,Housing,Alleghany Link,TAYs,No,All,Allegheny residents at risk of becoming homeless,Offers a variety of housing services to those at risk for homelessness,40.439779999999999,-79.99887,Pittsburgh,Allegheny County Department of Human Services,Allegheny Link to Aging and Disability Resources (alleghenycounty.us),Allegheny,NA,"Sbarro, 441, Smithfield Street, Downtown, Pittsburgh, Allegheny County, Pennsylvania, 15222, United States","Sbarro, 441, Smithfield Street, Downtown, Pittsburgh, Allegheny County, Pennsylvania, 15222, United States"
Allegheny,Employment,Career Pipeline Program,Juvenile Detention,Yes,18-24,18-24 year olds who are or have been involved in the justice system in Allegheny County,"Provides paid vocational training opportunities, comprehensive career and education services and transportation funding in Allegheny who have past or present criminal justice system involvement",0,0,Online,Partner4Work,https://www.partner4work.org/programs/career-pipeline-project/,Allegheny,NA,Soul Buoy,Soul Buoy
Allegheny,Employment,STRIVE Program,Juvenile Detention,Yes,18-24,18-24 year olds who are or have been involved in the justice system in Allegheny County,"Provides case management and career services, industry-recognized credentialing programs, hands-on job training, transitional jobs, and comprehensive supportive services for those involved in the justice system",0,0,Online,Partner4Work,Reentry Programs - Partner4Work,Allegheny,NA,Soul Buoy,Soul Buoy
Allegheny,Employment,Transitional Jobs,TAYs,Yes,18+,Those with multiple barriers to gaining employment,Program targeted at securing jobs to develop a career for those with significant barriers to workforce entry. Mentioned highly-useful for ex-offenders.,0,0,Online,Partner4Work,Transitional Jobs,Allegheny,NA,Soul Buoy,Soul Buoy
Allegheny,Employment,Learn and Earn Summer Youth Employment Program General,TAYs,Yes,14-21,Low-Income young adults residing in Allegheny County,Six week summer-employment opportunity with work readiness training for disadvantaged youth aged 14-21,0,0,Online,Partner4Work,Learn & Earn / Learn & Earn (general program) - Partner4Work,Allegheny,NA,Soul Buoy,Soul Buoy
Allegheny,Employment,Learn and Earn Summer Youth Employment Program Corporate,TAYs,Yes,18-24,Low-Income young adults residing in Allegheny County,Eight week Corporate Internship program for adults aged 18-24.,0,0,Online,Partner4Work,Learn & Earn / Learn & Earn Corporate Internship Program - Partner4Work,Allegheny,NA,Soul Buoy,Soul Buoy
Allegheny,Employment,Mon Valley Initiative,TAYs,No,18+,Those in need of job assistance in Allegheny County,Provides assistance to those with criminal backgrounds searching for a job,40.407960000000003,-79.909258,Homestead,Mon Valley Initiative,Finding a Job - (monvalleyinitiative.com),Allegheny,NA,"East 8th Avenue at Ann, Ann Street, Homestead Park, Homestead, Allegheny County, Pennsylvania, 15120, United States","East 8th Avenue at Ann, Ann Street, Homestead Park, Homestead, Allegheny County, Pennsylvania, 15120, United States"
Allegheny,Employment,Supports for Success,TAYs,No,18+,"Must make 200% of the federal poverty level or less, have a goal of employment/education, live within Mon Valley (in Allegheny)","Individualized case management services in finance, employment, education and housing for adults making 200% of the federal poverty level or less.",40.405259100000002,-79.8291844,Turtle Creek,Human Services Center Corporation,Supports for Success | HSCC (hscc-mvpc.org),Allegheny,NA,"519, Penn Avenue, Turtle Creek, Allegheny County, Pennsylvania, 15145, United States","519, Penn Avenue, Turtle Creek, Allegheny County, Pennsylvania, 15145, United States"
Allegheny,Employment,North Hills Employment Services,TAYs,No,All,Allegheny County Resident,"Virtual career counseling, assessment and assistance through WorkAble for all Alleghany County residents",40.559510000000003,-79.95867,"
Allison Park",North Hills Community Outreach,Employment Services — North Hills Community Outreach (nhco.org),Allegheny,NA,"William Flinn Highway, Allison Park, Hampton Township, Allegheny County, Pennsylvania, 15101, United States","William Flinn Highway, Allison Park, Hampton Township, Allegheny County, Pennsylvania, 15101, United States"
Allegheny,Education,DHS Education Liaison,TAYs,Yes,16-24,Allegheny County youth with educational barriers,Individualized support for youth with educational barriers,0,0,Online,Department of Human Services,https://www.alleghenycounty.us/Human-Services/Resources/Education/DHS-Methods.aspx,Allegheny,NA,Soul Buoy,Soul Buoy
Allegheny,Education,CCAC Workforce Development Program,TAYs,No,18+,Allegheny County Resident,Programs designed to provide skills and knowledge needed to remain competitive in a variety of industries,40.427699869999998,-80.13597974,Pittsburgh,Community College of Allegheny County,https://www.ccac.edu/workforce/index.php,Allegheny,NA,"665, Ridge Road, Collier Township, Allegheny County, Pennsylvania, 15205, United States","665, Ridge Road, Collier Township, Allegheny County, Pennsylvania, 15205, United States"
Allegheny,Education,CCAC Commonwealth Diploma Program,TAYs,No,18+,Those who do not possess secondary diplomas after successful completion of 30-credit hours in relevant courses.,Awards commonwealth secondary school diplomas,40.427699869999998,-80.13597974,Pittsburgh,Community College of Allegheny County,https://www.ccac.edu/admissions/ged.php,Allegheny,NA,"665, Ridge Road, Collier Township, Allegheny County, Pennsylvania, 15205, United States","665, Ridge Road, Collier Township, Allegheny County, Pennsylvania, 15205, United States"
Allegheny,Education,CCAC KEYS Program,TAYs,No,18+,Allegheny County Resident,KEYS is for Temporary Assistance for Needy Families (TANF) cash assistance and some SNAP recipients in Pennsylvania.,40.427699869999998,-80.13597974,Allegheny, Community College of Allegheny County.,https://www.ccac.edu/academics/free-and-subsidized.php,Allegheny,NA,"665, Ridge Road, Collier Township, Allegheny County, Pennsylvania, 15205, United States","665, Ridge Road, Collier Township, Allegheny County, Pennsylvania, 15205, United States"
Allegheny,Education,CCAC Apprenticeship Programs,TAYs,No,18+,Allegheny County Resident,Career services program,40.427699869999998,-80.13597974,Allegheny, Community College of Allegheny County.,https://www.ccac.edu/academics/apprenticeship.php,Allegheny,NA,"665, Ridge Road, Collier Township, Allegheny County, Pennsylvania, 15205, United States","665, Ridge Road, Collier Township, Allegheny County, Pennsylvania, 15205, United States"
Allegheny,Transportation,Port Authority Allegheny County,TAYs,No,18+,Allegheny County Resident,Public transit agency in Alleghany Count,0,0,Online,NA,PortAuthority.org,Allegheny,NA,Soul Buoy,Soul Buoy
Allegheny,Health Services,Health Choices,TAYs,No,19-64,Qualify for Medicaid,A collection of programs available to Pennsylvania residents who recieve medicaid.,NA,NA,Erie,NA,NA,Allegheny,NA,NA,NA
Loudoun,Housing,Loudoun County Comtinum of Care,TAYs,No,All,Those who are currently or are at risk of experiencing homelessness,"community coalition of public, nonprofit, and faith-based organizations that provide a variety of shelter and support services to persons who are homeless or at risk of becoming homeless",0,0,Loudoun ,U.S. Department of Housing and Urban Development,https://www.loudoun.gov/CoC,"Loudoun, Fairfax",NA,Soul Buoy,Soul Buoy
Loudoun,Housing,Loudoun Homeless Services Center,TAYs,No,18+,Those who are currently or are at risk of experiencing homelessness,"Provides extensive services to prevent, support and help end homelessness within Loudoun and surrounding counties",39.078167000000001,-77.550561,Leesburg,Loudoun Homeless Services Center,https://www.voachesapeake.org/lhsc,Loudoun,NA,"19598, Meadowview Court, Loudoun County, Virginia, 20175, United States","19598, Meadowview Court, Loudoun County, Virginia, 20175, United States"
Loudoun,Housing,Good Shepherd Alliance,TAYs,No,All,Those who are currently or are at risk of experiencing homelessness,Non-profit that offers homeless services and shelters,39.045227799999999,-77.4864942,Ashburn,Good Sheppard Alliance,https://goodshepherdalliance.org/who-we-are/,Loudoun,NA,"Good Shepherd Alliance, 20684, Ashburn Road, Ashburn, Loudoun County, Virginia, 20147, United States","Good Shepherd Alliance, 20684, Ashburn Road, Ashburn, Loudoun County, Virginia, 20147, United States"
Fairfax,Housing,Second Story for Homeless Youth,TAYs,Yes,18-24,"Meet U.S. Department of Housing and Urban Development’s (HUD) definition of homelessness, meaning they are living in a homeless shelter, sleeping on the streets or another place not meant for human habitation, or fleeing domestic violence in Fairfax County, and be referred by a community provider","Long-term housing and support for youth who are experiencing homelessness or living in an unsafe situation; Youth often come to us who have aged out of foster care, or have run away from an unsafe situation",38.906303508879397,-77.2226413292376,Dunn Loring,NA,https://www.second-story.org/homeless-youth/,Fairfax,NA,"8098, Merry Oaks Court, Madrillon Farms, Tysons, Fairfax County, Virginia, 22182, United States","8098, Merry Oaks Court, Madrillon Farms, Tysons, Fairfax County, Virginia, 22182, United States"
Fairfax,Housing,LIFT One,TAYs,Yes,17-21,Need a referral,"Focuses on providing: subsidized apartments that provide stable housing to homeless youth, viable vocational/career skills-building & training, life skills prep, support services (including: shelter, food, clothing, medical assistance, crisis intervention, counseling, referrals & aftercare services)",38.875816034503501,-77.435718373359,Chantilly,NA,https://mycri.org/services/youth-services/lift-program,Fairfax,NA,"Newbrook Drive, Centreville, Fairfax County, Virginia, 20120, United States","Newbrook Drive, Centreville, Fairfax County, Virginia, 20120, United States"
Fairfax,Housing,LIFT TWO,Foster Care,Yes,17-21,Need a referral,"Receive housing, vocational and educational services, life skills training, therapeutic services (counseling, therapy and/or substance abuse education), and the development of a network of support services in the community; apartment-based Independent Living and Support Services to help foster care youth",38.875816034503501,-77.435718373359,Chantilly,NA,https://mycri.org/services/youth-services/lift-program,Fairfax,NA,"Newbrook Drive, Centreville, Fairfax County, Virginia, 20120, United States","Newbrook Drive, Centreville, Fairfax County, Virginia, 20120, United States"
Fairfax,Housing,Bridging Affordability,TAYs,No,Any age,"Referred by Fairfax County, working preference, earning 30% to 50% of area median income (AMI), living or working in Fairfax County, Not open referral","Provides case management and supportive services like job training and financial education, depending on client needs, as well as rental assistance for up to 24 months",38.873610192974397,-77.3055466310296,Oakton,NA,https://www.nvfs.org/assistance/bridging-affordability/,Fairfax,NA,"10453, White Granite Drive, Fairfax County, Virginia, 22124, United States","10453, White Granite Drive, Fairfax County, Virginia, 22124, United States"
Fairfax,Employment,Secondary Transition to Employment Program (STEP),TAYs,Yes,18-22,None,"Receive instruction in applied academics, self-advocacy, and independent living skills",38.868590773014198,-77.2241448770533,Falls Church,NA,https://www.fcps.edu/academics/academic-overview/special-education-instruction/career-and-transition-services/step,Fairfax,NA,"Merrifield, Fairfax County, Virginia, 22031, United States","Merrifield, Fairfax County, Virginia, 22031, United States"
Fairfax,Employment,TIP- Transition to Independence Program,Foster Care,No,18-22,Must be enrolled at the Davis and Pulley Career Centers and have an IEP,"Helps those students with IEP build employable skills at the local community colleges; helps them have work-based learning, coordinate to postsecondary resources and services, provide an opportunity to experience post-secondary education and help them achieve their goals.",38.774379099999997,-77.0740156,Alexandria,NA,https://www.fcps.edu/academics/academic-overview/special-education-instruction/career-and-transition-services/transition-to-independence,Fairfax,NA,"West Potomac High School, Dawn Drive, Belle Haven, Fairfax County, Virginia, 22306, United States","West Potomac High School, Dawn Drive, Belle Haven, Fairfax County, Virginia, 22306, United States"
Fairfax,Education,"Fairfax County Adult High School, Diploma",TAYs,Yes,18-21 or 22+,Fairfax resident,"Daytime: M-F (five days a week): semester program; Evening: year-long classes; $80-$160 
General Education students aged 18—19 do not pay tuition
English Language Learners (ELLs) aged 18—21 do not pay tuition",38.8060490968736,-77.1816765021962,Springfield,NA,https://fairfaxadulths.fcps.edu/about,Fairfax,NA,"Edsall Park Center, Edsall Road, Edsall Park, Springfield, Fairfax County, Virginia, 22151, United States","Edsall Park Center, Edsall Road, Edsall Park, Springfield, Fairfax County, Virginia, 22151, United States"
Fairfax,Education,"Fairfax County Adult High School, Diploma",TAYs,Yes,18+,Fairfax resident,Helps prepare *Fairfax County residents  to take the GED test,38.8060490968736,-77.1816765021962,Springfield,NA,https://fairfaxadulths.fcps.edu/about,Fairfax,NA,"Edsall Park Center, Edsall Road, Edsall Park, Springfield, Fairfax County, Virginia, 22151, United States","Edsall Park Center, Edsall Road, Edsall Park, Springfield, Fairfax County, Virginia, 22151, United States"
Fairfax,Education,Permanency and Life Skills,TAYs,Yes,14-21,Fairfax resident,"Provides SAT prep, application fees, and dorm supplies, household items, moving fees and gift cards for gas, transportation, Department of Family Services",38.8553917225858,-77.3627187021948,Fairfax,NA,https://www.fairfaxcounty.gov/familyservices/children-youth/permanency-life-skills,Fairfax,NA,"Pennino Building, 12011, Government Center Parkway, Fairfax County Government Center, Dixie Hill, Fair Oaks, Fairfax County, Virginia, 22035, United States","Pennino Building, 12011, Government Center Parkway, Fairfax County Government Center, Dixie Hill, Fair Oaks, Fairfax County, Virginia, 22035, United States"
Fairfax,Transportation,"TOPS - Transportation Options, Programs & Services",TAYs,No,Any age,"Must be a resident of Fairfax County or the City of Fairfax, plus meet one of the following criteria:

50 years of age or older, with an annual income of $50,000 or less per household
registered user of MetroAccess
recipient of Supplemental Security Income (SSI) or Social Security Disability Insurance (SSDI)
annual income that meets the 225% federal poverty levels by household size","Options:Taxicabs, Rideshare services (Uber and Lyft), Public Transportation: bus and rail via SmarTrip card, Capital BikeShare rentals; 
Apply online or send in application",38.854251580169802,-77.3565793021949,Fairfax,NA,https://www.fairfaxcounty.gov/neighborhood-community-services/transportation/tops,Fairfax,NA,"Fairfax County Government Center, 12000, Government Center Parkway, Dixie Hill, Fair Oaks, Fairfax County, Virginia, 22035, United States","Fairfax County Government Center, 12000, Government Center Parkway, Dixie Hill, Fair Oaks, Fairfax County, Virginia, 22035, United States"
Fairfax,Transportation,Taxi Access,TAYs,No,Any age,Must be a resident of fairfax county or the City of Fairfax. Must be a registered user of Metro Access.,"Travel affordable, safely, and independently with the purchase of a discounted taxicab coupon. Cost $10 per $33 coupon book. 8 coupon books per year (July 1- June 30)",38.8553408,-77.3648545,Fairfax,Department of Neighborhood and Community Services,https://www.fairfaxcounty.gov/neighborhood-community-services/transportation/taxi-voucherprogram,Fairfax,NA,"12122, Pine Forest Circle, Dixie Hill, Fair Oaks, Fairfax County, Virginia, 22030, United States","12122, Pine Forest Circle, Dixie Hill, Fair Oaks, Fairfax County, Virginia, 22030, United States"
Fairfax,Transportation,Dial-A_Ride,TAYs,No,Any age,Must be a resident of Fairfax County or the City of Fairfax. Annual income must be 225% below Federal Poverty Guidelines.,"Travel affordable, safely, and independently with the purchase of a discounted taxicab coupon. Cost $10 per $33 coupon book. 16 coupon books per year (July 1- June 30)",38.8553408,-77.3648545,Fairfax,Department of Neighborhood and Community Services,https://www.fairfaxcounty.gov/neighborhood-community-services/transportation/taxi-voucherprogram,Fairfax,NA,"12122, Pine Forest Circle, Dixie Hill, Fair Oaks, Fairfax County, Virginia, 22030, United States","12122, Pine Forest Circle, Dixie Hill, Fair Oaks, Fairfax County, Virginia, 22030, United States"
Fairfax,Transportation,Fairfax County Travel Training,TAYs,No,Any age,Must be a resident of Fairfax county or the City of Fairfax.,"It is open for student travelers  who want to learn about the public transit system; help plan their trip, read bus and rail schedules, pay bus fares, transfer, reach specific destination, access local transportation resources",38.8553408,-77.3648545,Fairfax,Department of Neighborhood and Community Services,NA,Fairfax,NA,"12122, Pine Forest Circle, Dixie Hill, Fair Oaks, Fairfax County, Virginia, 22030, United States","12122, Pine Forest Circle, Dixie Hill, Fair Oaks, Fairfax County, Virginia, 22030, United States"
Fairfax,Health Services,Falls Church Health Clinic,TAYs,No,All,Fees and eligibility vary by service. WIC services available here,"Values your decisions that will best nurture your future, your faith, and your family.",38.886493000000002,-77.176065,Falls Church,NA,https://fallschurchhealthcare.com/,Fairfax,NA,"419-???, Park Avenue, Offutt Village, Falls Church, Arlington, Fairfax (city), Virginia, 22046, United States","419-???, Park Avenue, Offutt Village, Falls Church, Arlington, Fairfax (city), Virginia, 22046, United States"
Fairfax,Health Services,Herndon/Reston Health Clinic,TAYs,No,All,Fees and eligibility vary by service. WIC services available here,NA,38.965629999999997,-77.35891,Reston,NA,https://www.fairfaxcounty.gov/health/clinics/herndon-reston-district-office,Fairfax,NA,"1850, Cameron Glen Drive, Reston, Fairfax County, Virginia, 20190, United States","1850, Cameron Glen Drive, Reston, Fairfax County, Virginia, 20190, United States"
Fairfax,Health Services,Joseph Willard Health Center,TAYs,No,All,Fees and eligibility vary by service. WIC services available here,NA,38.850720000000003,-77.29956,Fairfax,NA,https://www.fairfaxcounty.gov/health/clinics/joseph-willard-health-center,Fairfax,NA,"Cue, Old Lee Highway, Fairview, Fairfax, Fairfax (city), Virginia, 22030-2508, United States","Cue, Old Lee Highway, Fairview, Fairfax, Fairfax (city), Virginia, 22030-2508, United States"
Fairfax,Health Services,Community Health Care Network (CHCN),TAYs,No,All,Health services for low income and uninsured.,"Non-profit Medi-Cal managed care organization, providing business administrative support for community health centers to focus on what matters most–patients.",38.869669999999999,-77.14775,Falls Church,NA,https://chcnetwork.org/,Fairfax,NA,"Dollar City, Arlington Boulevard, Lee Boulevard Heights, Seven Corners, Fairfax County, Virginia, 22044, United States","Dollar City, Arlington Boulevard, Lee Boulevard Heights, Seven Corners, Fairfax County, Virginia, 22044, United States"
Fairfax,Health Services,Jeanie Schmidt Free Clinic,TAYs,No,All,Serving NW FFX County,NA,NA,NA,Herndon,NA,http://www.jsfreeclinic.org/,Fairfax,NA,NA,NA
Fairfax,Health Services,Mission Life Center Hope Clinic,TAYs,No,All,Serving FFX County,Christian free clinic offering medical and spiritual care to uninsured persons of all ages by connecting them to resources. ,38.849589999999999,-77.3166,Fairfax,NA,https://seniornavigator.org/program/47239/mlc-hope-clinic,"Loudoun, Fairfax",NA,"10721, Main Street, Ardmore, Fairfax, Fairfax (city), Virginia, 22030, United States","10721, Main Street, Ardmore, Fairfax, Fairfax (city), Virginia, 22030, United States"
Fairfax,Health Services,Culmore Clinic,TAYs,No,All,Serving FFX County,Non-profit healthcare clinic serving low-income adults in the Bailey’s Crossroads community at little to no cost.,38.831009999999999,-77.18582,Annadale,NA,https://www.culmoreclinic.org/,"Loudoun, Fairfax",NA,"4364, Evergreen Lane, Alpine, Annandale, Fairfax County, Virginia, 22003, United States","4364, Evergreen Lane, Alpine, Annandale, Fairfax County, Virginia, 22003, United States"
Fairfax,Health Services,Northern Virginia Dental Society (NVDS),TAYs,No,All,"Must be resident of Arlington, FFX, Loudoun Counties or City of Alexandria, FFX or Falls Church.",Promote the ideals of the ​profession of Dentistry and to foster professional relationships among dentists; seeks to safeguard the interests and well-being of the public. ,0,0,Online,NA,https://www.nvds.org/about-us,"Loudoun, Fairfax",NA,Soul Buoy,Soul Buoy
Fairfax,Health Services,Northern Virginia Dental Clinic,TAYs,Yes,18 +,Accepts only individuals eligible through referral agency. Must be 18+ years and at or below 200% of fed. poverty guidelines.,Private non-profit 501(c) (3) organization; wants to contribute a critically-needed service to the community while preserving the dignity of the underserved.,0,0,Online,NA,https://www.novadentalclinic.org/,"Loudoun, Fairfax",NA,Soul Buoy,Soul Buoy
Loudoun,Health Services,"Outpatient, MHSADS",TAYs,Yes,18-24,Resident of Loudoun County,"Counseling and referral, trauma empowerment and recovery programs, life skills and socialization groups, relapse prevention and substance abuse education",39.025618681403103,-77.4080557735434,Leesburg,NA,https://www.loudoun.gov/1414/Outpatient-Services,Loudoun,NA,"George Mason University Loudoun, Ridgetop Circle, Dulles Town Center, Loudoun County, Virginia, 20164-6607, United States","George Mason University Loudoun, Ridgetop Circle, Dulles Town Center, Loudoun County, Virginia, 20164-6607, United States"
Loudoun,Health Services,"Case Management, MHSADS",TAYs,Yes,18-24,Resident of Loudoun County; a psychological evaluation completed prior 18; significant deficits in at least two areas of adaptive living skills,Persons with intellectual and developmental disabilities,39.025618681403103,-77.4080557735434,Leesburg,NA,https://www.loudoun.gov/1336/Case-Management-Support-Coordination,Loudoun,NA,"George Mason University Loudoun, Ridgetop Circle, Dulles Town Center, Loudoun County, Virginia, 20164-6607, United States","George Mason University Loudoun, Ridgetop Circle, Dulles Town Center, Loudoun County, Virginia, 20164-6607, United States"
Loudoun,Housing,"Residental, MHSADS",TAYs,Yes,18-24,Resident of Loudoun County,"24-hour residential programs for adults with developmental disabilities, including group homes",39.097752638349299,-77.5390368483964,Leesburg,NA,https://www.loudoun.gov/1384/Residential-Services,Loudoun,NA,"Trailview Boulevard Southeast, Leesburg, Loudoun County, Virginia, 20175-4795, United States","Trailview Boulevard Southeast, Leesburg, Loudoun County, Virginia, 20175-4795, United States"
Loudoun,Health Services,"Discharge Planning, MHSADS",TAYs,Yes,18-24,Resident of Loudoun County,Facilitates transition back into the community from a more intensive level of treatment via rapid access to ongoing services and support,39.114615286054203,-77.5406396600461,Leesburg,NA,https://www.loudoun.gov/121/Mental-Health-Substance-Abuse-Develop-Se,Loudoun,NA,"Loudoun County Family Services Department, Edwards Ferry Road Northeast, Shenandoah Square, Leesburg, Loudoun County, Virginia, 20176, United States","Loudoun County Family Services Department, Edwards Ferry Road Northeast, Shenandoah Square, Leesburg, Loudoun County, Virginia, 20176, United States"
Loudoun,Health Services,"Emergency Services, MHSADS",TAYs,Yes,18-24,Resident of Loudoun County,"Mental health evaluation, crisis intervention and stabilization services; resources for anyone experiencing a mental health or substance use related emergency",39.114615286054203,-77.5406396600461,Leesburg,NA,https://www.loudoun.gov/3654/Crisis-Intervention-Team-Assessment-Cent,Loudoun,NA,"Loudoun County Family Services Department, Edwards Ferry Road Northeast, Shenandoah Square, Leesburg, Loudoun County, Virginia, 20176, United States","Loudoun County Family Services Department, Edwards Ferry Road Northeast, Shenandoah Square, Leesburg, Loudoun County, Virginia, 20176, United States"
Loudoun,Employment,"Employment Services, MHSADS",TAYs,Yes,18-24,Resident of Loudoun County,Helps people obtain and keep competitive employment positions in the community.,39.097752638349299,-77.5390368483964,Leesburg,NA,https://www.loudoun.gov/1386/Employment-Services,Loudoun,NA,"Trailview Boulevard Southeast, Leesburg, Loudoun County, Virginia, 20175-4795, United States","Trailview Boulevard Southeast, Leesburg, Loudoun County, Virginia, 20175-4795, United States"
Loudoun,Employment,"Day Services, MHSADS",TAYs,Yes,18-24,Resident of Loudoun County; Intellectual disabilities,"Help residents with severe intellectual disabilities to volunteer, work, or take part in their community",39.097752638349299,-77.5390368483964,Leesburg,NA,https://www.loudoun.gov/1387/Day-Support-Services,Loudoun,NA,"Trailview Boulevard Southeast, Leesburg, Loudoun County, Virginia, 20175-4795, United States","Trailview Boulevard Southeast, Leesburg, Loudoun County, Virginia, 20175-4795, United States"
Loudoun,Health Services,Northern Virginia Dental Society (NVDS),TAYs,No,All,"Must be resident of Arlington, FFX, Loudoun Counties or City of Alexandria, FFX or Falls Church.",Promote the ideals of the ​profession of Dentistry and to foster professional relationships among dentists; seeks to safeguard the interests and well-being of the public. ,0,0,Online,NA,https://www.nvds.org/about-us,Loudoun,NA,Soul Buoy,Soul Buoy
